File,ESTC ID,Title,Author,Printer,Location,City,Subject,Notes,Misc.,Category,Genre,Genre Category
MJ-MI-List-with-genre-categories.csv,T476513,"Answers for William Scot writer in Edinburgh, and one of the depute-clerks to the bills, to the petition of James Stuart, Esq; late Lord Provost of Edinburgh, and the other acceding creditors of Mess. William Hogg and Son, and Alexander Farquharson, ","Scot, William",,,E,"Farquharson, Alexander accountant in Edinburgh -- Trials, litigation, etc. -- Early works to 1800.; Rae, David, Lord Eskgrove, 1724?-1804 -- Trials, litigation, etc. -- Early works to 1800.; [Stuart, James], of Dunearn, -1786 -- Trials, litigation, eScotland. Court of Session -- Early works to 1800.; William Hogg and Son -- Trials, litigation, etc. -- Early works to 1800.",Title from caption title.; Dated at head of caption title: January 5. 1771.; Signed on p. 9: Dav. Rae.; Signatures: A-B2][chi]1.,writer in Edinburgh.,,,seven
MJ-MI-List-with-genre-categories.csv,T476537,"Memorial for poor Jean Telfair, only sister and heir of the deceast Samuel Telfair innkeeper in Kirkcudbright, pursuer, against Dorothea Telfair, relict of the said Samuel Telfair, and Hugh Schaw late innkeeper in Kirkcudbright, now in Douglas Isle o","Telfair, Jean",,,E,"[Telfair, Dorothea] -- Trials, litigation, etc. -- Early works to 1800.; [Schaw, Hugh] innkeeper -- Trials, litigation, etc. -- Early works to 1800.; Abercromby, Alexander Abercromby, Lord, 1745-1795 -- Trials, litigation, etc. -- Early works to 1800Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Caption title ends with a comma.; Dated at head of caption title: April 25. 1771.; Signed on p. 8: Alex. Abercrombie.; Signatures: A-B2.,,,,eight
MJ-MI-List-with-genre-categories.csv,T476538,"Memorial for Dorothea Telfair, widow of Samuel Telfair innkeeper in Kirkcudbright, and now spouse to Hugh Schaw vintner there, defenders, against Jean Telfair, sister of the said Samuel Telfair, and her husband, pursuers","Telfair, Dorothea",,,E,"[Telfair, Jean] -- Trials, litigation, etc. -- Early works to 1800.; [Schaw, Hugh] innkeeper -- Trials, litigation, etc. -- Early works to 1800.; Craig, William Craig, Lord, 1745-1813 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: April 25. 1771.; Signed on p. 12: Will. Craig.; Signatures: A-C2.,,,,eight
MJ-MI-List-with-genre-categories.csv,T476539,"Unto the Right Honourable the Lords of Council and Session, the petition of Dougald Mactavish of Dunardrie, and Patrick Campbell of Knap, executors to the deceased Duncan Campbell of Kilduskland","Mactavish, Dougald",,,E,"Campbell, Patrick, of Knap -- Trials, litigation, etc. -- Early works to 1800.; Campbell, Robert, -1810 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: November 30. 1771.; Signed on p. 6: Rob. Campbell.; Signatures: A2][chi]1.,of Dunardrie.,,,seven
MJ-MI-List-with-genre-categories.csv,T476540,"Answers for Mrs Elisabeth Macdonald, now of Largie, and Charles Macdonald, Esq; her husband, to the petition of Dugald Mactavish of Dunardrie, and Patrick Campbell of Knap","Macdonald, Elisabeth",,,E,"[Macdonald, Charles] of Largie -- Trials, litigation, etc. -- Early works to 1800.; [Mactavish, Dougald] of Dunardrie -- Trials, litigation, etc. -- Early works to 1800.; Campbell, Patrick, of Knap -- Trials, litigation, etc. -- Early works to 1800.;Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: April 25. 1771.; Signed on p. 12: B. W. Macleod.; Signatures: A-C2.,of Largie.,,,seven
MJ-MI-List-with-genre-categories.csv,T476541,"Information for the Honourable Mr John Douglas, second son of the deceased James Earl of Morton, and his guardians, pursuers, against Sholto-Charles Earl of Morton, defender","Douglas, John",,,E,"Morton, Sholto Charles Douglas, Earl of, 1732-1774 -- Trials, litigation, etc. -- Early works to 1800.; Swinton, John Swinton, Lord, -1799 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: March 6. 1771.; Signed on p. 30: John Swinton junior.; Signatures: A-G2]H1.,1756-1818.,,,seven
MJ-MI-List-with-genre-categories.csv,T476542,"Information for Sholto-Charles, Earl of Morton, defender; against Mr John Douglas, son of the late Earl of Morton, and his guardians, pursuers","Douglas, Sholto Charles",,,E,"Douglas, John, 1756-1818 -- Trials, litigation, etc. -- Early works to 1800.; Macqueen, Robert, Lord Braxfield, 1722-1799 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.","Title from caption title.; Dated at head of caption title: March 7, 1771.; Signed on p. 27: Ro. Macqueen.; Includes (p. 28): Account referred to in the preceeding information, showing the particulars, and amount of the debts and subjects to which Mr. Douglas has right, in virtue of his father, the late Earl's last-will and testament, exclusive of the debt of 9000 l. conveyed to him by the deed under challenge.; Signatures: A-G2.",Earl of Morton (1732-1774),,,seven
MJ-MI-List-with-genre-categories.csv,T476544,"Information for Robert Gordon of Hallhead defender, against Isobel Black, daughter of John Black late merchant in Boulogne; and James Burnet in Aberdeen her husband for his interest, pursuers","Gordon, Robert",,,E,"Macqueen, Robert, Lord Braxfield, 1722-1799 -- Trials, litigation, etc. -- Early works to 1800.; Pitfour, James Ferguson, Lord, 1700-1777 -- Trials, litigation, etc. -- Early works to 1800.; [Black, Isabel] of Bordeaux -- Trials, litigation, etc. -- Scotland. Court of Session -- Early works to 1800.","Title from caption title.; Dated at head of caption title: March 5th, 1771.; In square brackets above caption title: Lord Pitfour reporter.; Signed on p. 10: Ro. M'Queen.; Number 10 repeated in pagination as page 9 wrongly numbered 10.; Signatures: A-B2][chi]1.",-1793,,,seven
MJ-MI-List-with-genre-categories.csv,T476545,"Memorial for Thomas Rutherford eldest lawful son of John Rutherford of Knowsouth, who is fiar of the estate, and tutor-dative to the said John Rutherford his father, pursuer in the process, at his istance; against the wife, younger children, and cred","Rutherford, Thomas",,,E,"Macqueen, Robert, Lord Braxfield, 1722-1799 -- Trials, litigation, etc. -- Early works to 1800.; [Rutherford, John] of Knowsouth -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: Feb. 22. 1771.; Signed on p. 8: Ro. M'Queen.; Signatures: A-B2.,active 1770.,,,eight
MJ-MI-List-with-genre-categories.csv,T476546,"Excerpts from the post-nuptial contract of marriage betwixt John Rutherford of Knowsouth, and Mrs Mary Ker his spouse","Rutherford, John",,,E,"[Ker, Mary] of Knowsouth -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: June 14. 1771.; Unsigned.,of Knowsouth.,,,eight
MJ-MI-List-with-genre-categories.csv,T476554,"Answers for Mr. William Ogilvie; to the petition of Captain David Ross, shipmaster, and Hugh Wood, merchant and factor in Leith","Ogilvie, William.",,,E,"[Ross, David] Captain -- Trials, litigation, etc. -- Early works to 1800.; Wood, Hugh merchant -- Trials, litigation, etc. -- Early works to 1800.; Murray, Patrick, 1727-1780 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: January 5. 1771.; Signed on p. 7: Pat. Murray.; Signatures: [A]2]B2.,,,,seven
MJ-MI-List-with-genre-categories.csv,T476555,"Unto the Right Honourable the Lords of Council and Session, the petition of Alexander Brebner merchant in Portsoy,","Brebner, Alexander.",,,E,"Hepburn, George Buchan, Sir, 1739-1819 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Caption title ends with a comma.; Dated at head of caption title: June 14. 1771.; Signed on p. 18: Geo. Buchan-Hepburn.; Signatures: A-D2]E1.,,,,seven
MJ-MI-List-with-genre-categories.csv,T476557,"Answers for Richard Hetherington in Bowhill, John and Thomas Hetheringtons there, James Paterson in Stenries, Richard Vivers in Murthat, Richard Nixon in Broom; Thomas Blacklock there; Thomas Hetherington in Neitherfield; John Veitch, John Little, an","Hetherington, Richard",,,E,"[Carlyle, Thomas] writer in Dumfries -- Trials, litigation, etc. -- Early works to 1800.; Crosbie, Andrew, 1735-1785 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: March 5. 1771.; Signed on p. 23: Andrew Crosbie.; Signatures: A-E2][chi]1.,tenant in Bowhill.,,,seven
MJ-MI-List-with-genre-categories.csv,T476560,"Minute in the process of reduction, Richard Hetherington and others, pursuers: against Thomas Carlysle writer in Dumfries, defender","Hetherington, Richard",,,E,"[Carlyle, Thomas] writer in Dumfries -- Trials, litigation, etc. -- Early works to 1800.; Rae, David, Lord Eskgrove, 1724?-1804 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: 19th June 1771.; Text begins: Mr Rae represented.; Unsigned.,tenant in Bowhill.,,,eight
MJ-MI-List-with-genre-categories.csv,T476561,"Minute in the process of reduction, Richard Hetherington, and others, pursuers: against Thomas Carlysle writer in Dumfries, defender","Hetherington, Richard",,,E,"[Carlyle, Thomas] writer in Dumfries -- Trials, litigation, etc. -- Early works to 1800.; Crosbie, Andrew, 1735-1785 -- Trials, litigation, etc. -- Eary works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Dated at head of caption title: 19th June 1771.; Text begins: Mr Crosbie for the pursuers answered.; Unsigned.,tenant in Bowhill.,,,eight
MJ-MI-List-with-genre-categories.csv,T476562,"Unto the Right Honourable the Lords of Council and Session, the petition of Richard Hetherington in Bowhill, John and Thomas Hetheringtons there, James Paterson in Stenries, Richard Vivers in Murthat, Richard Nixon in Broom, Thomas Blacklock there, T","Hetherington, Richard",,,E,"Wight, Alexander, -1793 -- Trials, litigation, etc. -- Early works to 1800.; [Paterson, James] tenant in Stenries -- Trials, litigation, etc. -- Early works to 1800.; [Vivers, Richard] tenant in Murthat -- Trials, litigation, etc. -- Early works to 1Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Caption title ends with a comma.; Dated at head of caption title: July 3. 1771.; Signed on p. 24: Alex. Wight.; Signatures: A-F2.,tenant in Bowhill.,,,seven
MJ-MI-List-with-genre-categories.csv,T476563,"Memorial for Houston Stewart-Nicolson, Esq; against Mrs Stewart-Nicolson","Stewart-Nicolson, Houston.",,,E,"Bruce, Robert, 1718-1785 -- Trials, litigation, etc. -- Early works to 1800.; Montgomery, James, Sir, 1721-1803 -- Trials, litigation, etc. -- Early works to 1800.; Murray, Alexander, Lord Henderland, 1736-1795 -- Trials, litigation, etc. -- Early woScotland. Court of Session -- Early works to 1800.","Title from caption title.; Dated at head of caption title: June 17. 1771.; In square brackets above caption title: Lord Kennet reporter.; Signed on p. 11: Ja. Montgomery.; Includes (p. 13-16): Deposition of Lady Maxwell of Springkell. Dated: Edinburgh, 6. June, 1771. Signed on p. 16: Margaret Maxwell [and] Alexander Murray.; Signatures: A-D2.",,,,eight
MJ-MI-List-with-genre-categories.csv,T476564,"Memorial for Mrs Margaret Porterfield, spouse of Houston Stewart-Nicolson of Carnock, defender; against the said Houston Stewart-Nicolson, pursuer","Nicolson, Margaret Stewart",,,E,"Bruce, Robert, 1718-1785 -- Trials, litigation, etc. -- Early works to 1800.; Stewart-Nicolson, Houston -- Trials, litigation, etc. -- Early works to 1800.; Swinton, John Swinton, Lord, -1799 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.","Title from caption title.; Dated at head of caption title: June 18. 1771.; In square brackets above date: This concerns a bill of advocation, to be reported by Lord Kennet.; Signed on p. 12: John Swinton junior.; Signatures: A-C2.",approximately 1748-,,,eight
MJ-MI-List-with-genre-categories.csv,T476583,"Unto the Right Honourable the Lords of Council and Session, the petition of Mr Alexander Bruce advocate,","Bruce, Alexander",,,E,"Rae, David, Lord Eskgrove, 1724?-1804 -- Trials, litigation, etc. -- Early works to 1800.Scotland. Court of Session -- Early works to 1800.",Title from caption title.; Caption title ends with a comma.; Dated at head of caption title: Feb. 28. 1771.; Signed on p. 11: Dav. Rae.; Signatures: A-C2.; Second gathering unsigned.,-1780,,,seven
